Sr_No,UPI_Beneficiary_Banks,Date,Approved_percent,Deemed_Approved_percent,Bank_Decline_percent,Technical_Decline_percent,Total_Volume_In_Mn
21,IDBI Bank,2023-12-01 00:00:00,0.9898,0.0015,0.0043,0.0059,62.13
19,Indian Overseas Bank,2022-02-01 00:00:00,0.9898,0.0037,0.0044,0.0021,33.13
26,Karur Vysya Bank,2023-11-01 00:00:00,0.9898,0.0009,0.0059,0.0043,30.6
22,Bank of Maharashtra,2023-11-01 00:00:00,0.9898,0.001,0.0061,0.0041,48.5
5,ICICI Bank,2022-03-01 00:00:00,0.9898,0.0006,0.0069,0.0026,291.67
30,Karur Vysya Bank,2024-10-01 00:00:00,0.9898,0.0004,0.0081,0.0021,39.62
6,HDFC Bank,2022-09-01 00:00:00,0.9898,0.0005,0.0097,0.0005,350.77
3,State Bank of India,2022-08-01 00:00:00,0.9899,0.0024,0.0027,0.0073,818.72
10,Punjab National Bank,2022-04-01 00:00:00,0.9899,0.0012,0.0053,0.0036,137.97
22,Bank of Maharashtra,2023-10-01 00:00:00,0.9899,0.001,0.0057,0.0045,49.66
41,Andhra Pradesh Grameena Vikas Bank,2024-10-01 00:00:00,0.9899,0.0013,0.0057,0.0044,15.15
37,Kerala Gramin Bank,2022-11-01 00:00:00,0.9899,0.0018,0.0071,0.0011,8.36
8,Union Bank of India,2024-01-01 00:00:00,0.99,0.0037,0.0017,0.0084,324.67
20,Bank of Maharashtra,2022-04-01 00:00:00,0.99,0.0032,0.0026,0.0042,35.08
20,Bank of Maharashtra,2022-01-01 00:00:00,0.99,0.0018,0.0037,0.0045,30.65
49,Sarva Haryana Gramin Bank,2024-04-01 00:00:00,0.99,0.0016,0.0038,0.0062,7.88
21,IDBI Bank,2023-06-01 00:00:00,0.99,0.0017,0.004,0.0042,52.3
15,Airtel Payments Bank,2023-08-01 00:00:00,0.99,0.0024,0.004,0.006,135.79
25,Karur Vysya Bank,2023-01-01 00:00:00,0.99,0.001,0.0047,0.0043,25.9
7,Bank of Baroda,2022-03-01 00:00:00,0.99,0.0012,0.0048,0.004,191.67
38,Pragathi Krishna Gramin Bank,2023-11-01 00:00:00,0.99,0.0033,0.0049,0.0051,11.6
13,Indian Bank,2024-08-01 00:00:00,0.99,0.0008,0.0094,0.0007,235.76
31,AU Small Finance Bank,2024-06-01 00:00:00,0.99,0.0001,0.0099,0.0001,26.37
2,State Bank of India,2024-04-01 00:00:00,0.9901,0.0018,0.0011,0.0089,1512.29
9,Union Bank of India,2024-03-01 00:00:00,0.9901,0.003,0.0013,0.0086,357.49
15,IndusInd Bank,2022-05-01 00:00:00,0.9901,0.0014,0.0037,0.0048,65.03
21,Bank of Maharashtra,2022-05-01 00:00:00,0.9902,0.003,0.0026,0.0042,36.7
19,Indian Overseas Bank,2022-07-01 00:00:00,0.9902,0.0027,0.0029,0.0043,45.41
19,Indian Overseas Bank,2022-06-01 00:00:00,0.9902,0.0034,0.003,0.0033,43.21
12,Kotak Mahindra Bank,2022-06-01 00:00:00,0.9902,0.0015,0.006,0.0023,120.07
12,Kotak Mahindra Bank,2022-09-01 00:00:00,0.9902,0.0032,0.006,0.0038,141.75
39,Kerala Gramin Bank,2023-04-01 00:00:00,0.9903,0.0057,0.002,0.002,9.29
15,Airtel Payments Bank,2023-03-01 00:00:00,0.9903,0.0011,0.0023,0.0063,114
14,Indian Bank,2022-07-01 00:00:00,0.9903,0.0014,0.0023,0.006,84.27
2,State Bank of India,2022-03-01 00:00:00,0.9903,0.0018,0.0035,0.0044,737.53
19,Indian Overseas Bank,2022-04-01 00:00:00,0.9903,0.004,0.0036,0.002,40.13
14,Airtel Payments Bank,2024-01-01 00:00:00,0.9903,0.0033,0.0039,0.0058,184.67
26,South Indian Bank,2022-01-01 00:00:00,0.9903,0.0002,0.0072,0.0022,13.71
14,Bank of India,2024-06-01 00:00:00,0.9903,0.0019,0.0074,0.0023,202.39
8,Union Bank of India,2023-04-01 00:00:00,0.9904,0.0006,0.0016,0.0074,260.41
20,Indian Overseas Bank,2022-10-01 00:00:00,0.9904,0.0026,0.0028,0.0042,49.89
9,Punjab National Bank,2023-04-01 00:00:00,0.9904,0.0024,0.0034,0.0039,203.59
38,Pragathi Krishna Gramin Bank,2023-08-01 00:00:00,0.9904,0.0047,0.0034,0.0061,10.9
37,Pragathi Krishna Gramin Bank,2023-01-01 00:00:00,0.9904,0.0028,0.004,0.0029,9.08
10,Punjab National Bank,2023-10-01 00:00:00,0.9904,0.0022,0.0045,0.0052,256.32
38,Jio Payments Bank,2024-11-01 00:00:00,0.9904,0.0035,0.0055,0.0041,19.35
6,HDFC Bank,2023-09-01 00:00:00,0.9904,0.0015,0.0056,0.004,508.57
44,ESAF Small Finance Bank Ltd,2023-04-01 00:00:00,0.9905,0.0006,0.0012,0.0077,7.27
42,ESAF Small Finance Bank Ltd,2022-11-01 00:00:00,0.9905,0.0011,0.0024,0.0061,6.56
14,Indian Bank,2022-05-01 00:00:00,0.9905,0.0022,0.0031,0.0042,77.67
30,Jammu and Kashmir Bank,2024-06-01 00:00:00,0.9905,0.0028,0.0037,0.0058,33.89
40,Jio Payments Bank,2024-05-01 00:00:00,0.9905,0.0018,0.005,0.0046,13.39
18,IDBI Bank,2022-08-01 00:00:00,0.9905,0.0015,0.0051,0.0043,47.98
11,Canara Bank,2023-11-01 00:00:00,0.9905,0.0013,0.0053,0.0042,252.28
39,Punjab and Sind Bank,2022-01-01 00:00:00,0.9905,0.0008,0.0059,0.0029,5.22
12,Kotak Mahindra Bank,2022-11-01 00:00:00,0.9905,0.0009,0.0059,0.0027,150.77
31,AU Small Finance Bank,2024-09-01 00:00:00,0.9905,0.0005,0.0078,0.0017,35.26
14,Indian Bank,2024-10-01 00:00:00,0.9905,0.0004,0.008,0.0015,234.79
4,HDFC Bank,2024-09-01 00:00:00,0.9905,0.0001,0.0094,0.0001,734.28
35,Punjab and Sind Bank,2023-01-01 00:00:00,0.9906,0.0016,0.0021,0.0057,9.2
16,IndusInd Bank,2023-06-01 00:00:00,0.9906,0.0024,0.0021,0.005,94.66
27,South Indian Bank,2023-02-01 00:00:00,0.9906,0.0012,0.0026,0.0056,21.6
13,Bank of India,2022-09-01 00:00:00,0.9906,0.0014,0.0029,0.0065,126.11
9,Canara Bank,2022-08-01 00:00:00,0.9906,0.0019,0.0045,0.0049,160.51
44,Rajasthan Marudhara Gramin Bank,2023-10-01 00:00:00,0.9906,0.0008,0.005,0.0043,8.94
16,IndusInd Bank,2022-07-01 00:00:00,0.9906,0.0012,0.0056,0.0026,64.82
34,Jammu and Kashmir Bank,2024-01-01 00:00:00,0.9906,0.0014,0.006,0.0035,18.46
19,Indian Overseas Bank,2023-05-01 00:00:00,0.9906,0.0019,0.0061,0.0014,59.63
11,Canara Bank,2023-12-01 00:00:00,0.9906,0.0012,0.0067,0.0027,268.75
39,Kerala Gramin Bank,2022-10-01 00:00:00,0.9906,0.0016,0.0067,0.0011,7.72
45,ESAF Small Finance Bank Ltd,2024-10-01 00:00:00,0.9906,0.0002,0.0083,0.0011,13.14
28,South Indian Bank,2024-09-01 00:00:00,0.9906,0.0002,0.0092,0.0002,38.79
3,State Bank of India,2022-11-01 00:00:00,0.9907,0.0008,0.0022,0.0063,877.76
16,IndusInd Bank,2023-12-01 00:00:00,0.9907,0.005,0.0034,0.0059,135.25
21,UCO Bank,2022-04-01 00:00:00,0.9907,0.0028,0.004,0.0024,34.95
32,Jammu and Kashmir Bank,2024-02-01 00:00:00,0.9907,0.0046,0.0045,0.0048,20.34
15,Airtel Payments Bank,2023-11-01 00:00:00,0.9907,0.0015,0.0051,0.0043,160.79
26,Karur Vysya Bank,2023-10-01 00:00:00,0.9907,0.0008,0.0061,0.0032,31.11
30,Jammu and Kashmir Bank,2024-04-01 00:00:00,0.9907,0.0028,0.0066,0.0028,27.28
4,ICICI Bank,2022-01-01 00:00:00,0.9907,0.0012,0.0078,0.0004,378.39
28,IDFC First Bank,2024-11-01 00:00:00,0.9907,0.0001,0.0089,0.0004,40.46
42,ESAF Small Finance Bank Ltd,2023-01-01 00:00:00,0.9908,0.0004,0.0019,0.0069,7.13
43,ESAF Small Finance Bank Ltd,2022-09-01 00:00:00,0.9908,0.0007,0.0021,0.0071,5.92
11,Kotak Mahindra Bank,2024-09-01 00:00:00,0.9908,0.0047,0.0026,0.0066,289.36
24,Karur Vysya Bank,2022-03-01 00:00:00,0.9908,0.0018,0.0044,0.003,21.84
13,Indian Bank,2024-06-01 00:00:00,0.9908,0.0024,0.0073,0.0019,224.43
28,South Indian Bank,2024-08-01 00:00:00,0.9908,0.0001,0.0087,0.0004,38.46
3,State Bank of India,2023-08-01 00:00:00,0.9909,0.0025,0.0018,0.0073,1114.59
36,Punjab and Sind Bank,2023-03-01 00:00:00,0.9909,0.0008,0.002,0.0063,10.28
36,Pragathi Krishna Gramin Bank,2022-01-01 00:00:00,0.9909,0.0041,0.0031,0.0019,6.4
21,IDBI Bank,2023-07-01 00:00:00,0.9909,0.001,0.0039,0.0052,54.7
16,IndusInd Bank,2022-10-01 00:00:00,0.9909,0.0017,0.0045,0.0029,63.42
9,Canara Bank,2022-02-01 00:00:00,0.9909,0.0007,0.0079,0.0006,121.04
4,HDFC Bank,2024-08-01 00:00:00,0.9909,0.0003,0.0086,0.0005,729.74
7,Bank of Baroda,2023-05-01 00:00:00,0.991,0.0007,0.0022,0.0061,278.65
20,Bank of Maharashtra,2022-03-01 00:00:00,0.991,0.0019,0.0028,0.0043,34.89
15,Indian Bank,2023-01-01 00:00:00,0.991,0.0017,0.0029,0.0045,104.4
20,UCO Bank,2024-11-01 00:00:00,0.991,0.0003,0.0039,0.0051,92.37
6,HDFC Bank,2022-05-01 00:00:00,0.991,0.0004,0.0079,0.0007,299.84
31,AU Small Finance Bank,2024-07-01 00:00:00,0.991,0.0003,0.0082,0.0008,27.37
13,Indian Bank,2024-09-01 00:00:00,0.991,0.0005,0.0084,0.0006,217.43
2,State Bank of India,2024-10-01 00:00:00,0.9911,0.0037,0.0012,0.0077,1667.62
48,Saraswat Bank,2023-08-01 00:00:00,0.9911,0.0018,0.002,0.0069,7.12
15,Bank of India,2024-02-01 00:00:00,0.9911,0.0018,0.0023,0.0066,180.38
46,Rajasthan Marudhara Gramin Bank,2024-11-01 00:00:00,0.9911,0.0008,0.0033,0.0056,11.16
33,Ujjivan Small Finance Bank,2023-05-01 00:00:00,0.9911,0.0015,0.0034,0.0041,14.27
42,Maharashtra Gramin Bank,2024-03-01 00:00:00,0.9911,0.0009,0.0035,0.0054,11.89
16,IndusInd Bank,2024-06-01 00:00:00,0.9911,0.0026,0.0053,0.0037,124.07
34,Ujjivan Small Finance Bank,2024-06-01 00:00:00,0.9911,0.0014,0.0074,0.0015,22.07
21,IDFC First Bank,2023-09-01 00:00:00,0.9911,0,0.0082,0.0007,57.22
9,Federal Bank,2023-06-01 00:00:00,0.9912,0.0005,0.0023,0.006,213.89
13,Bank of India,2022-11-01 00:00:00,0.9912,0.0013,0.0025,0.005,129.98
39,Maharashtra Gramin Bank,2022-03-01 00:00:00,0.9912,0.0022,0.0025,0.0041,6.28
33,Tamilnad Mercantile Bank,2022-03-01 00:00:00,0.9912,0.0019,0.0042,0.0027,8.68
36,Punjab and Sind Bank,2024-10-01 00:00:00,0.9912,0.0003,0.0071,0.0018,22.43
13,Indian Bank,2024-07-01 00:00:00,0.9912,0.0016,0.0074,0.0013,247.02
11,Canara Bank,2023-05-01 00:00:00,0.9913,0.0019,0.0019,0.0048,210.04
42,Saraswat Bank,2022-04-01 00:00:00,0.9913,0.0007,0.0021,0.0059,5.46
43,ESAF Small Finance Bank Ltd,2022-10-01 00:00:00,0.9913,0.0007,0.0022,0.0058,6.42
44,ESAF Small Finance Bank Ltd,2022-05-01 00:00:00,0.9913,0.0006,0.0025,0.0056,5.17
50,Sarva Haryana Gramin Bank,2023-09-01 00:00:00,0.9913,0.0001,0.0042,0.0045,6.22
11,Canara Bank,2023-04-01 00:00:00,0.9914,0.0045,0.0011,0.003,202.15
7,Bank of Baroda,2024-02-01 00:00:00,0.9914,0.0052,0.0032,0.0054,336.67
10,Punjab National Bank,2023-06-01 00:00:00,0.9914,0.0019,0.0039,0.0028,211.61
36,Pragathi Krishna Gramin Bank,2022-11-01 00:00:00,0.9914,0.0023,0.0043,0.002,8.58
19,UCO Bank,2024-06-01 00:00:00,0.9914,0.001,0.0066,0.002,87.05
13,Indian Bank,2024-11-01 00:00:00,0.9914,0.0008,0.0071,0.0012,220.32
43,ESAF Small Finance Bank Ltd,2023-02-01 00:00:00,0.9915,0.0011,0.0018,0.0056,6.66
13,Federal Bank,2022-05-01 00:00:00,0.9915,0.0005,0.0019,0.0062,118
37,Kerala Gramin Bank,2023-09-01 00:00:00,0.9915,0.0033,0.0023,0.0062,11.77
3,State Bank of India,2023-11-01 00:00:00,0.9915,0.0006,0.0027,0.0058,1163.73
15,India Post Payment Bank,2024-08-01 00:00:00,0.9915,0.0004,0.003,0.0055,156.65
10,Punjab National Bank,2023-05-01 00:00:00,0.9915,0.0025,0.0037,0.0022,212.79
27,South Indian Bank,2023-11-01 00:00:00,0.9915,0.0002,0.0043,0.0042,29.58
19,Indian Overseas Bank,2023-03-01 00:00:00,0.9915,0.002,0.0051,0.0014,57.99
6,HDFC Bank,2023-01-01 00:00:00,0.9915,0.0006,0.0059,0.002,401.11
15,Indian Bank,2022-08-01 00:00:00,0.9916,0.0034,0.0021,0.0063,86.3
33,Ujjivan Small Finance Bank,2023-08-01 00:00:00,0.9916,0.0021,0.0031,0.0053,16.59
36,Punjab and Sind Bank,2024-09-01 00:00:00,0.9916,0.0015,0.0038,0.0045,21.6
47,ESAF Small Finance Bank Ltd,2024-03-01 00:00:00,0.9917,0.0021,0.0011,0.0072,10.73
48,Cosmos Bank,2023-03-01 00:00:00,0.9917,0.0017,0.0026,0.004,5.85
32,Tamilnad Mercantile Bank,2023-04-01 00:00:00,0.9917,0.0029,0.0026,0.0029,14.05
22,India Post Payment Bank,2022-03-01 00:00:00,0.9917,0.0022,0.0038,0.0023,29.42
47,Jio Payments Bank,2023-06-01 00:00:00,0.9917,0.0025,0.0043,0.0015,6.5
44,Rajasthan Marudhara Gramin Bank,2023-11-01 00:00:00,0.9917,0.0006,0.0061,0.0022,8.76
29,CITI Bank,2022-03-01 00:00:00,0.9917,0.0012,0.0068,0.0003,12.09
14,Indian Bank,2023-04-01 00:00:00,0.9918,0.0022,0.0018,0.0041,119.18
45,Saraswat Bank,2022-11-01 00:00:00,0.9918,0.0006,0.0022,0.0054,5.87
36,Punjab and Sind Bank,2023-02-01 00:00:00,0.9918,0.001,0.0023,0.005,9.03
45,Saraswat Bank,2022-12-01 00:00:00,0.9918,0.0015,0.0023,0.0044,6.23
21,Bank of Maharashtra,2024-10-01 00:00:00,0.9918,0.0018,0.0025,0.0057,81.9
4,Axis Bank,2022-03-01 00:00:00,0.9918,0.0023,0.0057,0.0002,413.31
15,Airtel Payments Bank,2023-09-01 00:00:00,0.9918,0.0012,0.0063,0.0019,141.03
31,AU Small Finance Bank,2024-11-01 00:00:00,0.9918,0.0005,0.0069,0.0013,34.5
12,Airtel Payments Bank,2024-04-01 00:00:00,0.9919,0.0012,0.0023,0.0058,253.57
11,Airtel Payments Bank,2024-11-01 00:00:00,0.9919,0.0021,0.0029,0.0051,319.58
10,Punjab National Bank,2023-02-01 00:00:00,0.9919,0.0018,0.0044,0.0018,171.55
24,Karur Vysya Bank,2022-02-01 00:00:00,0.9919,0.0013,0.0046,0.0022,18.61
6,HDFC Bank,2023-02-01 00:00:00,0.9919,0.0009,0.0063,0.0009,379.92
4,Axis Bank,2022-06-01 00:00:00,0.992,0.0011,0.0015,0.0054,483.14
16,IndusInd Bank,2023-04-01 00:00:00,0.992,0.0014,0.002,0.0046,85.37
36,Punjab and Sind Bank,2024-07-01 00:00:00,0.992,0.0009,0.0025,0.0055,18.6
16,IndusInd Bank,2024-03-01 00:00:00,0.992,0.0012,0.0045,0.0036,131.65
29,Jammu and Kashmir Bank,2024-05-01 00:00:00,0.992,0.0035,0.0045,0.0035,32.79
7,Bank of Baroda,2022-01-01 00:00:00,0.992,0.002,0.0047,0.0013,161.69
6,HDFC Bank,2022-10-01 00:00:00,0.992,0.0004,0.0066,0.001,373.7
8,Union Bank of India,2023-09-01 00:00:00,0.9921,0.0013,0.0018,0.0061,292.91
16,IndusInd Bank,2023-01-01 00:00:00,0.9921,0.0006,0.0031,0.0042,69.86
38,Punjab and Sind Bank,2022-03-01 00:00:00,0.9921,0.0015,0.0036,0.0028,6.67
9,Canara Bank,2022-12-01 00:00:00,0.9921,0.0012,0.0043,0.0024,185.71
19,Indian Overseas Bank,2022-01-01 00:00:00,0.9921,0.0013,0.0058,0.0009,33.42
25,Karur Vysya Bank,2022-10-01 00:00:00,0.9921,0.0004,0.006,0.0015,25.04
16,IndusInd Bank,2024-10-01 00:00:00,0.9921,0.0004,0.0064,0.0015,175.04
26,South Indian Bank,2022-11-01 00:00:00,0.9921,0.0001,0.0065,0.0013,21.4
5,ICICI Bank,2024-02-01 00:00:00,0.9921,0.001,0.0067,0.0012,620.78
20,UCO Bank,2024-02-01 00:00:00,0.9921,0.0004,0.007,0.0008,74.07
13,Bank of India,2023-01-01 00:00:00,0.9922,0.0011,0.0025,0.0041,138.67
10,Federal Bank,2022-11-01 00:00:00,0.9922,0.0003,0.0034,0.0041,166.71
21,IDBI Bank,2024-07-01 00:00:00,0.9922,0.0016,0.0035,0.0043,69.43
11,Canara Bank,2023-08-01 00:00:00,0.9922,0.0015,0.0042,0.0036,235.33
49,Sarva Haryana Gramin Bank,2024-03-01 00:00:00,0.9922,0,0.0043,0.0034,7.84
6,HDFC Bank,2022-11-01 00:00:00,0.9922,0.0004,0.0066,0.0008,361.21
43,ESAF Small Finance Bank Ltd,2023-03-01 00:00:00,0.9923,0.0006,0.0013,0.0058,7.54
14,Indian Bank,2022-06-01 00:00:00,0.9923,0.0005,0.0023,0.005,79.66
30,Jammu and Kashmir Bank,2024-08-01 00:00:00,0.9923,0.0052,0.0025,0.0053,37.39
25,Karur Vysya Bank,2023-03-01 00:00:00,0.9923,0.0009,0.0039,0.0029,26.9
15,Airtel Payments Bank,2023-04-01 00:00:00,0.9923,0.0021,0.0039,0.0017,113.09
37,Jio Payments Bank,2024-10-01 00:00:00,0.9923,0.0017,0.0042,0.0034,20.89
6,HDFC Bank,2023-04-01 00:00:00,0.9923,0.0004,0.005,0.0023,443.16
15,Airtel Payments Bank,2023-10-01 00:00:00,0.9923,0.001,0.0059,0.0018,158.7
19,UCO Bank,2024-05-01 00:00:00,0.9923,0.0003,0.0071,0.0005,87.25
3,State Bank of India,2023-07-01 00:00:00,0.9924,0.0006,0.0018,0.0058,1070.51
34,Ujjivan Small Finance Bank,2023-09-01 00:00:00,0.9924,0.0015,0.0033,0.0042,16.46
19,Indian Overseas Bank,2023-11-01 00:00:00,0.9924,0.0032,0.0035,0.004,70.94
21,IDBI Bank,2024-06-01 00:00:00,0.9924,0.0017,0.0036,0.004,66.26
11,Canara Bank,2023-10-01 00:00:00,0.9924,0.0015,0.0051,0.0025,252.42
26,South Indian Bank,2022-08-01 00:00:00,0.9924,0.0002,0.0054,0.0022,19.29
30,CITI Bank,2022-05-01 00:00:00,0.9924,0,0.0057,0.002,12.03
31,AU Small Finance Bank,2024-10-01 00:00:00,0.9924,0.0003,0.007,0.0006,38.49
48,Saraswat Bank,2023-12-01 00:00:00,0.9925,0.0018,0.0019,0.0056,7.54
44,Saraswat Bank,2022-10-01 00:00:00,0.9925,0.0005,0.002,0.005,6.2
13,Bank of India,2023-04-01 00:00:00,0.9925,0.0004,0.0023,0.0048,147.23
13,Bank of India,2023-03-01 00:00:00,0.9925,0.001,0.0023,0.0042,146.91
32,Ujjivan Small Finance Bank,2023-06-01 00:00:00,0.9925,0.0013,0.0031,0.0031,14.42
16,IndusInd Bank,2024-02-01 00:00:00,0.9925,0.0021,0.0031,0.0044,134.71
12,Airtel Payments Bank,2024-07-01 00:00:00,0.9925,0.0005,0.0034,0.0041,267.22
39,Jio Payments Bank,2024-09-01 00:00:00,0.9925,0.0021,0.0037,0.0038,17.18
39,Pragathi Krishna Gramin Bank,2023-05-01 00:00:00,0.9925,0.002,0.0039,0.0016,9.74
26,South Indian Bank,2022-10-01 00:00:00,0.9925,0.0001,0.0065,0.0009,20.8
22,Bank of Maharashtra,2023-08-01 00:00:00,0.9926,0.0014,0.0023,0.0051,46.19
24,Karnataka Bank,2024-08-01 00:00:00,0.9926,0.0005,0.0054,0.0019,52.41
7,Canara Bank,2024-10-01 00:00:00,0.9926,0.0013,0.0056,0.0018,449.55
12,Kotak Mahindra Bank,2022-10-01 00:00:00,0.9926,0.0005,0.0062,0.0007,154.56
46,ESAF Small Finance Bank Ltd,2023-07-01 00:00:00,0.9927,0.003,0.0004,0.0069,8.14
32,Tamilnad Mercantile Bank,2024-07-01 00:00:00,0.9927,0.0015,0.001,0.0063,27.15
37,Kerala Gramin Bank,2023-05-01 00:00:00,0.9927,0.0022,0.0019,0.0033,10.06
19,Indian Overseas Bank,2023-01-01 00:00:00,0.9927,0.0021,0.0024,0.0028,53.55
37,Kerala Gramin Bank,2024-03-01 00:00:00,0.9927,0.003,0.0028,0.0045,15.07
6,Canara Bank,2024-11-01 00:00:00,0.9927,0.0015,0.0032,0.0033,427.61
23,RBL,2024-08-01 00:00:00,0.9927,0.0019,0.0042,0.0032,60.49
11,Kotak Mahindra Bank,2024-05-01 00:00:00,0.9927,0.0011,0.0044,0.0029,285.74
18,IDBI Bank,2022-03-01 00:00:00,0.9927,0.0011,0.0053,0.0008,43.89
17,Indian Overseas Bank,2024-11-01 00:00:00,0.9927,0.0026,0.0062,0.001,122.51
6,HDFC Bank,2023-07-01 00:00:00,0.9927,0.0003,0.0065,0.0008,510.54
38,CITI Bank,2024-09-01 00:00:00,0.9927,0.0003,0.0066,0.0007,17.54
1,Paytm Payments Bank,2022-01-01 00:00:00,0.9927,0.0001,0.0069,0.0004,957.39
25,Karur Vysya Bank,2022-09-01 00:00:00,0.9928,0.001,0.0033,0.0038,24.14
19,Indian Overseas Bank,2023-10-01 00:00:00,0.9928,0.003,0.004,0.0032,72.39
25,Karur Vysya Bank,2023-04-01 00:00:00,0.9928,0.0004,0.0042,0.0026,26.37
12,Kotak Mahindra Bank,2023-12-01 00:00:00,0.9928,0.0022,0.0046,0.0026,233.06
5,ICICI Bank,2023-10-01 00:00:00,0.9928,0.0008,0.0049,0.0023,651.16
30,CITI Bank,2022-06-01 00:00:00,0.9928,0,0.005,0.0022,12.15
18,IDBI Bank,2022-02-01 00:00:00,0.9928,0.0005,0.0057,0.001,37.88
5,ICICI Bank,2023-11-01 00:00:00,0.9928,0.0001,0.006,0.0012,651.71
6,HDFC Bank,2022-06-01 00:00:00,0.9928,0.0002,0.0066,0.0004,302.98
11,Federal Bank,2022-06-01 00:00:00,0.9929,0.0001,0.0028,0.0042,122.19
33,Ujjivan Small Finance Bank,2023-03-01 00:00:00,0.9929,0.0018,0.0031,0.0022,13.29
23,RBL,2024-09-01 00:00:00,0.9929,0.0027,0.0032,0.0038,65.45
5,ICICI Bank,2024-09-01 00:00:00,0.9929,0.0008,0.0047,0.0023,585.98
6,HDFC Bank,2023-11-01 00:00:00,0.9929,0.0004,0.0065,0.0006,508.67
8,Union Bank of India,2023-08-01 00:00:00,0.993,0.0021,0.0016,0.0054,295.91
3,State Bank of India,2022-07-01 00:00:00,0.993,0.0011,0.0028,0.0031,802.56
5,ICICI Bank,2022-11-01 00:00:00,0.993,0.0007,0.0036,0.0028,493.34
16,IndusInd Bank,2024-08-01 00:00:00,0.993,0.0011,0.0042,0.0028,146.14
27,Karur Vysya Bank,2023-09-01 00:00:00,0.993,0.0006,0.0044,0.0026,29.51
22,IDBI Bank,2023-09-01 00:00:00,0.993,0.0013,0.0045,0.0026,56.22
6,HDFC Bank,2022-07-01 00:00:00,0.993,0.0002,0.0062,0.0006,328.73
5,ICICI Bank,2024-08-01 00:00:00,0.993,0.0002,0.0064,0.0006,605.83
9,Canara Bank,2023-02-01 00:00:00,0.9931,0.0012,0,0.0057,176.74
34,CITI Bank,2023-04-01 00:00:00,0.9931,0.0034,0,0.0034,12.49
33,Ujjivan Small Finance Bank,2023-11-01 00:00:00,0.9931,0.0025,0.0019,0.005,17.99
46,Saraswat Bank,2023-01-01 00:00:00,0.9931,0.0008,0.0023,0.0039,6.22
6,Bank of Baroda,2024-05-01 00:00:00,0.9931,0.0014,0.0025,0.0045,400.48
22,Bank of Maharashtra,2024-08-01 00:00:00,0.9931,0.0007,0.0034,0.0034,67.17
27,South Indian Bank,2023-01-01 00:00:00,0.9931,0.0003,0.0047,0.0019,22.95
19,UCO Bank,2024-08-01 00:00:00,0.9931,0.0003,0.0057,0.0012,90.38
6,HDFC Bank,2023-05-01 00:00:00,0.9931,0.0007,0.0057,0.0006,475.3
12,Kotak Mahindra Bank,2023-11-01 00:00:00,0.9931,0.0006,0.0064,0.0005,219.84
16,IndusInd Bank,2023-07-01 00:00:00,0.9932,0.0014,0.0019,0.0049,96.57
7,Bank of Baroda,2023-12-01 00:00:00,0.9932,0.0013,0.0025,0.0043,333.64
50,Sarva Haryana Gramin Bank,2024-10-01 00:00:00,0.9932,0.0004,0.0034,0.0034,9.23
5,ICICI Bank,2022-10-01 00:00:00,0.9932,0.0008,0.0034,0.0026,492.94
7,Bank of Baroda,2022-05-01 00:00:00,0.9932,0.0019,0.0034,0.0016,204.05
50,Sarva Haryana Gramin Bank,2024-11-01 00:00:00,0.9932,0.0015,0.0036,0.0032,8.65
5,ICICI Bank,2022-09-01 00:00:00,0.9932,0.0015,0.004,0.0028,455.34
26,South Indian Bank,2022-03-01 00:00:00,0.9932,0.0003,0.0041,0.0025,16.17
16,IndusInd Bank,2024-05-01 00:00:00,0.9932,0.0004,0.0049,0.0019,127.61
29,South Indian Bank,2024-10-01 00:00:00,0.9932,0.0001,0.0063,0.0005,40.76
21,IDBI Bank,2024-09-01 00:00:00,0.9933,0.0017,0.0029,0.0039,70.98
5,ICICI Bank,2023-08-01 00:00:00,0.9933,0.0016,0.0031,0.0036,630.09
11,Kotak Mahindra Bank,2024-07-01 00:00:00,0.9933,0.0018,0.0031,0.0036,284.52
48,Jio Payments Bank,2024-01-01 00:00:00,0.9933,0.0031,0.0031,0.0036,9.12
33,Tamilnad Mercantile Bank,2022-04-01 00:00:00,0.9933,0.0009,0.0037,0.0021,8.99
6,HDFC Bank,2023-08-01 00:00:00,0.9933,0.0007,0.0059,0.0008,530.64
33,Ujjivan Small Finance Bank,2023-07-01 00:00:00,0.9934,0.0016,0.003,0.0036,15.43
24,Karur Vysya Bank,2022-05-01 00:00:00,0.9934,0.0004,0.0035,0.0027,23.22
50,Standard Chartered,2022-05-01 00:00:00,0.9934,0.0001,0.0037,0.0029,3.61
28,CITI Bank,2022-02-01 00:00:00,0.9934,0,0.0064,0.0002,11.19
31,Tamilnad Mercantile Bank,2024-02-01 00:00:00,0.9935,0.0004,0.0017,0.0048,21.42
30,Jammu and Kashmir Bank,2024-09-01 00:00:00,0.9935,0.0046,0.0017,0.0048,38.05
31,Tamilnad Mercantile Bank,2023-12-01 00:00:00,0.9935,0.0003,0.0019,0.0047,19.9
28,South Indian Bank,2023-09-01 00:00:00,0.9935,0.0013,0.0021,0.0044,27.4
32,Tamilnad Mercantile Bank,2023-05-01 00:00:00,0.9935,0.0002,0.0023,0.0039,14.8
8,Union Bank of India,2022-11-01 00:00:00,0.9935,0.0008,0.0028,0.0029,226.28
13,Airtel Payments Bank,2024-02-01 00:00:00,0.9935,0.0003,0.0033,0.0032,200.32
